room-64-64-16,room-64-64-16,CENTRAL_CBS,10,200,0.5,1673,0.11333084722888143,00:04:27.7175944,15123,1217,15244.7,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,10,200,5,1656,0.08824119074449184,00:02:31.8968141,14935,1235,15058.5,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,20,200,0.5,920,0.2730793093857641,00:03:43.8082132,15247,2773,15524.3,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,20,200,5,871,0.17340506466688402,00:03:34.4816264,14943,2097,15152.7,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,30,200,0.5,631,0.4910741766697445,00:07:20.1784752,15839,2721,16111.1,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,30,200,5,618,0.25437442703973856,00:13:34.6421469,15107,3063,15413.3,43

TO nad tim je s prorezavanimroom-64-64-16,room-64-64-16,CENTRAL_CBS,10,200,0.5,1673,0.11329865610964157,00:04:28.5126686,15155,1185,15273.5,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,10,200,0.5,1673,0.11330871386975357,00:04:29.9602968,15145,1195,15264.5,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,10,200,5,1656,0.08824119074449184,00:02:27.8486512,14935,1235,15058.5,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,20,200,0.5,920,0.27303257823696764,00:06:33.8191275,15255,2765,15531.5,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,20,200,5,871,0.17340506466688402,00:04:23.9749255,14943,2097,15152.7,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,30,200,0.5,631,0.4910741766697445,00:08:13.7907236,15839,2721,16111.1,43
room-64-64-16,room-64-64-16,CENTRAL_CBS,30,200,5,618,0.25437442703973856,00:15:16.9187098,15107,3063,15413.3,43
