MapName, ScenarioName, Algorithm, Agents,Orders,frequency, MakeSpan, RunTime, Movements, Waitings, Cost, Seed,
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,15,200,5,1152,00:00:03.6251977,16880,0,16880,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,15,200,10,1104,00:00:05.3510206,16160,0,16160,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,20,200,0.2,1119,00:00:02.7465025,21977,3,21977.3,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,20,200,0.5,927,00:00:02.5500587,18038,2,18038.2,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,20,200,1,872,00:00:02.5653444,16995,5,16995.5,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,20,200,2,841,00:00:02.5152665,16375,5,16375.5,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,20,200,5,860,00:00:02.5954616,16799,1,16799.1,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,20,200,10,850,00:00:02.6700489,16516,4,16516.4,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,25,200,0.2,1111,00:00:02.5730432,27372,3,27372.3,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,25,200,0.5,747,00:00:02.6837420,18269,6,18269.6,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,25,200,1,740,00:00:02.7295555,18017,8,18017.8,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,25,200,2,706,00:00:02.6615401,17247,3,17247.3,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,25,200,5,715,00:00:02.7125384,17472,3,17472.3,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,25,200,10,705,00:00:02.8488487,17219,6,17219.6,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,30,200,0.2,1127,00:00:02.6072796,33409,1,33409.1,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,30,200,0.5,638,00:00:02.8034672,18707,3,18707.3,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,30,200,1,611,00:00:02.7357956,17802,8,17802.8,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,30,200,2,659,00:00:02.8330138,19335,5,19335.5,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,30,200,5,607,00:00:02.8882419,17746,4,17746.4,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_ASTAR,30,200,10,587,00:00:02.8203014,17206,4,17206.4,43
room-64-64-16-random,room-64-64-16-random,TPTS,10,200,0.5,1642,00:00:00.6493317,15023,997,15122.7,43
room-64-64-16-random,room-64-64-16-random,TPTS,10,200,1,1637,00:00:00.7545825,15131,839,15214.9,43
room-64-64-16-random,room-64-64-16-random,TPTS,10,200,2,1723,00:00:00.6486454,15244,1586,15402.6,43
room-64-64-16-random,room-64-64-16-random,TPTS,10,200,5,1642,00:00:00.7742084,15070,950,15165,43
room-64-64-16-random,room-64-64-16-random,TPTS,10,200,10,1733,00:00:00.7506578,15518,1412,15659.2,43
room-64-64-16-random,room-64-64-16-random,TPTS,15,200,0.2,1292,00:00:01.1463739,16784,2196,17003.6,43
room-64-64-16-random,room-64-64-16-random,TPTS,15,200,0.5,1210,00:00:00.8896888,15331,2419,15572.9,43
room-64-64-16-random,room-64-64-16-random,TPTS,15,200,1,1138,00:00:00.7358223,15076,1594,15235.4,43
room-64-64-16-random,room-64-64-16-random,TPTS,15,200,2,1202,00:00:00.7453769,15305,2325,15537.5,43
room-64-64-16-random,room-64-64-16-random,TPTS,15,200,5,1132,00:00:00.9525096,15096,1484,15244.4,43
room-64-64-16-random,room-64-64-16-random,TPTS,15,200,10,1237,00:00:00.7420194,15396,2759,15671.9,43
room-64-64-16-random,room-64-64-16-random,TPTS,20,200,0.2,1160,00:00:01.6955892,19685,3115,19996.5,43
room-64-64-16-random,room-64-64-16-random,TPTS,20,200,0.5,951,00:00:00.9696440,15803,2817,16084.7,43
room-64-64-16-random,room-64-64-16-random,TPTS,20,200,1,933,00:00:00.9833460,15520,2740,15794,43
room-64-64-16-random,room-64-64-16-random,TPTS,20,200,2,889,00:00:01.0107694,15415,1965,15611.5,43
room-64-64-16-random,room-64-64-16-random,TPTS,20,200,5,888,00:00:00.9230608,15169,2191,15388.1,43
room-64-64-16-random,room-64-64-16-random,TPTS,20,200,10,922,00:00:01.2385480,15242,2798,15521.8,43
room-64-64-16-random,room-64-64-16-random,TPTS,25,200,0.2,1203,00:00:02.0168770,20474,9201,21394.1,43
room-64-64-16-random,room-64-64-16-random,TPTS,25,200,0.5,787,00:00:01.3888157,15888,3387,16226.7,43
room-64-64-16-random,room-64-64-16-random,TPTS,25,200,1,773,00:00:01.5152585,15683,3242,16007.2,43
room-64-64-16-random,room-64-64-16-random,TPTS,25,200,2,760,00:00:01.0979393,15539,3061,15845.1,43
room-64-64-16-random,room-64-64-16-random,TPTS,25,200,5,749,00:00:01.3964152,15654,2671,15921.1,43
room-64-64-16-random,room-64-64-16-random,TPTS,25,200,10,752,00:00:01.3076387,15346,3054,15651.4,43
room-64-64-16-random,room-64-64-16-random,TPTS,30,200,0.2,1203,00:00:02.2621003,20530,15160,22046,43
room-64-64-16-random,room-64-64-16-random,TPTS,30,200,0.5,697,00:00:01.3437836,16347,4163,16763.3,43
room-64-64-16-random,room-64-64-16-random,TPTS,30,200,1,669,00:00:01.9343901,15648,4022,16050.2,43
room-64-64-16-random,room-64-64-16-random,TPTS,30,200,2,649,00:00:03.7999029,15691,3379,16028.9,43
room-64-64-16-random,room-64-64-16-random,TPTS,30,200,5,643,00:00:01.0834324,15480,3410,15821,43
room-64-64-16-random,room-64-64-16-random,TPTS,30,200,10,650,00:00:01.4472655,15608,3492,15957.2,43


room-64-64-16-random,room-64-64-16-random,CENTRAL_CBS,40,200,0.2,1113,00:03:03.1467079,15114,29046,18018.6,43
room-64-64-16-random,room-64-64-16-random,CENTRAL_CBS,40,200,1,496,00:25:04.8926953,15340,4140,15754,43
