warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,100,400,50,622,00:43:06.1227109,43979,17421,45721.1,43
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,100,400,50,622,00:00:08.9936272,43979,17421,45721.1,43

warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,100,1000,50,1596,00:00:19.1464789,120458,36910,124149,43
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,200,1000,50,1509,00:03:36.2471496,220311,78072,228118.2,43

warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,50,1000,50,1937,00:00:11.0813718,88952,5898,89541.8,43
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,80,1000,50,1469,00:00:13.0180244,96572,18876,98459.6,43
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,100,1000,50,1221,00:00:14.2962827,100748,19265,102674.5,43
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,150,1000,50,999,00:00:21.6262615,116057,31311,119188.1,43

-- vic to nedobehne
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,50,1000,50,1937,00:00:11.6018180,88952,5898,89541.8,43
3
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,80,1000,50,1417,00:00:14.6101081,96321,14967,97817.7,43
11
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,100,1000,50,1318,00:00:18.4638087,108528,21121,110640.1,43
19
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,150,1000,50,1172,00:00:24.3073567,124653,48620,129515,43
46

With sorting by farest closest order
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,50,1000,50,1937,00:00:16.3277197,88952,5898,89541.8,43
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,80,1000,50,1435,00:00:20.3853951,100385,12306,101615.6,43
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,100,1000,50,1211,00:00:20.8025012,100977,18036,102780.6,43
warehouse-10-20-10-2-1,warehouse-10-20-10-2-1,TP,150,1000,50,1005,00:00:24.0203300,110180,38292,114009.2,43

result of x runs with randomly generated agents and 1000 orders

